,節,開催日,Team,awayTeam,homeScore,awayScore,H or A_x,AGI_x,KAGI_x,CBP_x,shot_x,shot acc_x,possession_x,ACBP_x,PassCBP_x,InterceptP_x,DP_x,H or A_y,AGI_y,KAGI_y,CBP_y,shot_y,shot acc_y,possession_y,ACBP_y,PassCBP_y,InterceptP_y,DP_y
263,14,5.15,仙台,福岡,0,1,H,59,43,10.9%,14,0.0%,50.2%,14.06,9.12,79.29,22.01,A,57,41,9.6%,13,7.7%,49.8%,14.02,9.73,106.67,17.41
260,14,5.15,横浜FC,湘南,2,0,H,32,45,8.5%,11,18.2%,45.6%,7.73,6.01,105.21,21.42,A,55,68,9.7%,14,0.0%,54.4%,12.57,10.35,102.43,11.04
264,14,5.15,柏,FC東京,0,4,H,64,50,13.2%,18,0.0%,54.1%,19.05,13.33,112.33,7.13,A,50,36,6.1%,8,50.0%,45.9%,12.19,9.46,97.84,20.73
266,14,5.15,鹿島,横浜FM,5,3,H,53,52,8.4%,11,45.5%,43.7%,8.29,7.28,104.64,11.12,A,48,47,12.1%,16,18.8%,56.3%,13.42,9.96,86.59,13.3
282,15,5.22,札幌,清水,2,0,H,46,62,10.3%,11,18.2%,63.0%,19.57,15.61,96.05,12.3,A,38,54,10.2%,10,0.0%,37.0%,7.07,5.86,77.67,12.15
290,15,5.22,徳島,名古屋,0,0,H,28,46,9.2%,10,0.0%,59.8%,10.1,9.47,89.32,13.95,A,54,72,8.1%,10,0.0%,40.2%,10.13,7.77,89.41,8.84
281,15,5.22,浦和,神戸,2,0,H,48,45,9.7%,10,20.0%,44.5%,11.51,8.45,92.27,17.25,A,55,52,15.9%,17,0.0%,55.5%,18.52,15.24,96.76,9.71
280,15,5.23,Ｃ大阪,広島,1,2,H,54,37,11.4%,13,7.7%,57.8%,18.33,12.75,86.73,13.96,A,63,46,6.1%,7,28.6%,42.2%,13.43,10.48,82.64,16.65
283,15,5.22,横浜FM,柏,1,1,H,45,57,8.7%,11,9.1%,64.6%,18.57,16.9,82.77,8.46,A,43,55,11.7%,14,7.1%,35.4%,10.02,6.96,122.9,14.58
293,15,5.22,川崎Ｆ,横浜FC,3,1,H,58,56,15.2%,17,17.6%,53.0%,22.42,19.47,108.38,13.13,A,44,42,7.4%,9,11.1%,47.0%,14.06,10.9,105.95,13.64
295,15,5.22,福岡,湘南,2,1,H,44,45,8.7%,10,20.0%,48.0%,10.84,9.11,113.59,16.5,A,55,56,8.3%,10,10.0%,52.0%,12.72,9.86,99.53,13.98
296,15,5.22,仙台,大分,2,1,H,46,53,6.8%,7,28.6%,40.2%,8.9,7.41,57.17,17.48,A,47,54,10.1%,11,9.1%,59.8%,16.65,13.57,86.63,6.36
287,15,5.22,鳥栖,鹿島,2,1,H,42,53,8.4%,11,18.2%,59.1%,15.81,11.37,77.8,12.62,A,47,58,6.8%,8,12.5%,40.9%,11.15,7.54,82.26,15.41
292,15,5.22,FC東京,Ｇ大阪,1,0,H,54,45,10.2%,13,7.7%,47.3%,15.24,10.87,87.83,17.41,A,55,46,10.7%,13,0.0%,52.7%,16.52,13.01,91.19,12.63
318,16,5.26,広島,浦和,2,2,H,66,75,13.9%,15,13.3%,44.5%,16.16,12.53,99.76,8.66,A,25,34,5.6%,6,33.3%,55.5%,11.11,10.03,71.87,14.88
305,16,5.26,横浜FC,福岡,1,1,H,49,55,8.3%,10,10.0%,47.6%,12.49,9.71,82.43,17.49,A,45,51,6.6%,8,12.5%,52.4%,12.87,10.68,100.31,14.8
306,16,5.26,大分,横浜FM,0,1,H,15,39,2.5%,3,0.0%,31.1%,5.46,4.47,115.81,25.08,A,61,85,13.7%,18,5.6%,68.9%,26.62,23.82,116.11,6.06
307,16,5.26,清水,FC東京,3,0,H,56,45,19.2%,20,15.0%,36.3%,9.27,8.26,68.66,15.9,A,55,44,7.6%,9,0.0%,63.7%,17.78,16.67,55.61,8.92
311,16,5.26,湘南,川崎Ｆ,1,1,H,51,46,11.2%,13,7.7%,36.3%,9.42,8.82,110.33,13.31,A,54,49,12.4%,15,6.7%,63.7%,26.27,23.6,101.64,13.27
314,16,5.27,Ｇ大阪,徳島,2,1,H,46,50,4.3%,5,40.0%,32.7%,8.71,6.06,88.05,19.18,A,50,54,13.7%,16,6.3%,67.3%,20.47,18.81,95.85,11.85
315,16,5.26,柏,神戸,1,2,H,53,51,10.8%,15,6.7%,49.3%,12.25,9.3,104.52,12.77,A,49,47,7.1%,10,10.0%,50.7%,11.04,8.7,106.57,16.04
303,16,5.26,名古屋,仙台,0,1,H,67,49,13.3%,18,0.0%,64.7%,24.61,17.55,84.36,9.85,A,51,33,5.3%,7,14.3%,35.3%,8.99,5.43,105.75,23.2
316,16,5.26,鹿島,Ｃ大阪,1,0,H,55,60,11.1%,15,6.7%,55.1%,15.38,11.76,114.94,8.88,A,40,45,9.6%,12,0.0%,44.9%,8.65,7.52,97.28,12.95
319,16,5.26,札幌,鳥栖,0,0,H,44,63,7.6%,9,0.0%,53.8%,18.82,15.15,123.92,9.96,A,37,56,7.8%,9,0.0%,46.2%,11.69,9.83,100.38,17.97
335,17,5.3,神戸,鳥栖,1,1,H,39,50,9.8%,11,9.1%,52.6%,15.73,13.64,65.45,11.13,A,50,61,12.1%,12,8.3%,47.4%,14.9,11.57,75.37,10.85
321,17,5.3,大分,福岡,2,1,H,42,54,3.0%,4,50.0%,42.2%,10.08,9.18,90.97,17.5,A,46,58,6.8%,9,11.1%,57.8%,13.29,11.24,118.66,12.16
337,17,5.3,Ｇ大阪,横浜FC,2,0,H,38,42,9.7%,10,20.0%,46.7%,13.38,12.15,108.45,17.39,A,58,62,17.5%,20,0.0%,53.3%,22.74,19.05,69.89,8.68
322,17,5.3,横浜FM,清水,2,1,H,59,60,17.9%,22,9.1%,65.7%,28.27,22.13,97.09,9.04,A,40,41,6.8%,7,14.3%,34.3%,6.7,5.15,74.96,20.06
328,17,5.3,仙台,Ｃ大阪,1,1,H,46,48,9.2%,10,10.0%,42.0%,11.41,9.31,102.49,14.74,A,52,54,13.9%,16,6.3%,58.0%,16.43,13.24,97.15,10.5
338,17,5.3,川崎Ｆ,鹿島,2,1,H,57,54,9.3%,12,16.7%,57.9%,17.29,14.32,130.23,12.34,A,46,43,5.2%,7,14.3%,42.1%,10.57,9.59,95.41,15.96
336,17,5.3,FC東京,広島,0,0,H,39,33,3.4%,4,0.0%,45.3%,12.1,11.62,78.88,24.02,A,67,61,17.8%,23,0.0%,54.7%,21.22,16.24,116.89,10.5
331,17,5.3,浦和,名古屋,0,0,H,24,53,4.6%,5,0.0%,51.6%,10.25,8.54,78.27,14.5,A,47,76,10.3%,12,0.0%,48.4%,14.84,12.97,114.88,7.2
333,17,5.3,徳島,湘南,1,1,H,32,47,5.1%,6,16.7%,63.1%,12.88,11.7,99.64,14.72,A,53,68,6.6%,8,12.5%,36.9%,11.64,9.01,113.63,9.39
330,17,5.29,柏,札幌,1,2,H,46,66,9.8%,12,8.3%,46.3%,11.46,8.75,67.48,11.1,A,34,54,8.5%,10,20.0%,53.7%,8.17,7.47,80.37,9.4
356,18,6.2,鹿島,仙台,1,1,H,65,69,16.1%,23,4.3%,60.8%,23.15,18.29,109.33,8.03,A,31,35,4.6%,6,16.7%,39.2%,6.33,4.95,83.75,24.53
341,18,6.2,浦和,湘南,0,3,H,54,51,15.8%,19,10.5%,60.3%,18.17,15.11,138.38,10.55,A,49,46,4.7%,5,60.0%,39.7%,10.75,8.51,110.44,16.17
346,18,6.19,横浜FC,FC東京,0,1,H,54,44,13.3%,16,0.0%,47.1%,8.79,7.19,85.7,12.9,A,56,46,11.7%,13,7.7%,52.9%,18.79,14.31,84.5,15.05
347,18,4.14,鳥栖,Ｇ大阪,0,1,H,61,82,11.5%,13,0.0%,48.3%,18.64,14.08,95.8,10.13,A,18,39,4.4%,5,20.0%,51.7%,11.95,10.74,63.88,19.68
351,18,7.17,清水,川崎Ｆ,0,2,H,51,46,12.7%,13,0.0%,42.6%,13.68,10.21,90.93,9.19,A,54,49,8.5%,9,22.2%,57.4%,20.95,19.34,95.83,11.49
353,18,6.19,札幌,大分,2,0,H,54,59,12.1%,15,13.3%,57.6%,18.8,16.76,97.51,12.44,A,41,46,7.0%,9,0.0%,42.4%,10.54,9.42,132.82,16.18
358,18,4.14,Ｃ大阪,徳島,1,2,H,41,50,9.6%,12,8.3%,45.2%,8.33,7.87,78.05,13.31,A,50,59,13.1%,17,5.9%,54.8%,17.65,14.44,116.58,13.41
345,18,8.12,横浜FM,名古屋,2,0,H,52,55,10.7%,13,15.4%,59.5%,16.41,14.61,94.11,9.29,A,45,48,7.4%,9,0.0%,40.5%,10.19,6.65,90.36,13.88
359,18,6.19,福岡,神戸,1,2,H,59,53,8.3%,9,11.1%,38.2%,11.02,8.0,105.96,16.26,A,47,41,8.0%,9,22.2%,61.8%,17.34,13.41,80.31,15.2
352,18,6.19,広島,柏,1,0,H,65,58,18.9%,25,4.0%,56.4%,20.47,14.59,108.1,9.72,A,42,35,5.4%,6,0.0%,43.6%,9.02,7.73,90.41,16.97
360,19,6.23,徳島,FC東京,0,1,H,40,48,7.2%,8,0.0%,65.8%,17.33,15.92,57.1,10.88,A,52,60,9.5%,9,11.1%,34.2%,8.07,6.87,79.53,11.98
374,19,6.23,柏,浦和,0,2,H,44,57,9.3%,11,0.0%,38.9%,8.93,7.74,113.94,17.28,A,43,56,8.5%,11,18.2%,61.1%,15.07,14.86,92.1,14.73
373,19,6.23,横浜FM,鳥栖,2,0,H,57,61,17.6%,23,8.7%,57.7%,25.68,22.09,102.97,8.86,A,39,43,7.0%,9,0.0%,42.3%,11.77,9.08,102.78,17.83
379,19,9.8,札幌,Ｃ大阪,0,3,H,53,60,9.5%,12,0.0%,58.5%,18.2,14.02,97.21,14.27,A,40,47,10.2%,13,23.1%,41.5%,8.39,7.27,90.13,21.46
375,19,6.23,大分,鹿島,0,0,H,20,50,0.7%,1,0.0%,48.7%,9.37,7.42,133.19,19.39,A,50,80,5.3%,7,0.0%,51.3%,13.69,12.37,112.79,10.45
368,19,6.23,神戸,横浜FC,5,0,H,47,51,24.2%,24,20.8%,60.3%,20.1,17.05,82.58,14.83,A,49,53,11.0%,11,0.0%,39.7%,10.48,8.06,69.95,13.38
376,19,4.14,名古屋,広島,1,0,H,36,60,3.7%,5,20.0%,44.0%,7.49,6.88,129.04,14.11,A,40,64,8.7%,12,0.0%,56.0%,17.84,15.39,118.27,9.09
363,19,4.14,川崎Ｆ,福岡,3,1,H,65,53,11.8%,17,17.6%,59.9%,21.2,16.84,151.56,14.66,A,47,35,6.2%,9,11.1%,40.1%,10.4,8.45,130.44,19.94
361,19,6.23,仙台,清水,2,3,H,54,49,12.0%,14,14.3%,59.3%,16.41,12.92,93.11,16.09,A,51,46,11.4%,13,23.1%,40.7%,10.84,8.52,80.88,16.45
365,19,6.2,湘南,Ｇ大阪,0,0,H,57,55,10.2%,13,0.0%,53.6%,16.94,12.24,113.62,11.62,A,45,43,4.7%,6,0.0%,46.4%,9.66,8.66,106.41,14.59
380,20,6.27,横浜FC,清水,1,1,H,53,53,7.0%,8,12.5%,50.2%,14.46,11.75,73.64,10.78,A,47,47,17.0%,19,5.3%,49.8%,14.04,10.23,101.39,14.46
383,20,6.27,浦和,福岡,2,0,H,54,55,14.4%,16,12.5%,56.3%,15.16,12.2,97.29,13.95,A,45,46,11.0%,12,0.0%,43.7%,11.17,8.36,84.6,15.2
385,20,7.17,鳥栖,名古屋,3,1,H,61,51,10.4%,11,27.3%,54.5%,21.0,17.55,76.39,12.0,A,49,39,10.3%,12,0.0%,45.5%,11.8,10.67,93.33,12.94
386,20,5.12,川崎Ｆ,仙台,2,2,H,65,52,15.2%,19,10.5%,68.0%,23.93,19.28,103.76,10.16,A,48,35,9.1%,11,18.2%,32.0%,7.16,6.53,91.09,17.16
388,20,5.12,Ｇ大阪,広島,1,2,H,47,46,8.8%,12,8.3%,58.9%,15.68,15.1,104.9,9.38,A,54,53,8.9%,11,18.2%,41.1%,12.54,10.48,101.62,15.11
398,20,7.17,Ｃ大阪,神戸,1,1,H,49,62,10.4%,12,8.3%,54.9%,13.38,10.67,80.32,11.72,A,38,51,5.9%,6,16.7%,45.1%,11.16,9.13,101.81,17.97
384,20,6.27,徳島,横浜FM,0,1,H,0,38,2.8%,3,0.0%,45.3%,7.89,6.91,99.43,14.85,A,62,100,12.0%,15,0.0%,54.7%,22.08,19.15,112.34,8.29
389,20,6.27,湘南,柏,2,4,H,48,48,11.8%,14,14.3%,46.1%,10.63,7.76,90.32,16.51,A,52,52,16.1%,20,20.0%,53.9%,16.56,11.79,107.63,13.7
392,20,6.27,鹿島,札幌,4,0,H,55,47,12.5%,14,28.6%,37.3%,11.49,9.53,85.3,17.23,A,53,45,10.7%,13,0.0%,62.7%,17.47,11.96,89.82,9.41
395,20,6.27,FC東京,大分,3,0,H,70,71,16.4%,18,16.7%,46.6%,24.51,20.58,107.38,9.3,A,29,30,4.5%,5,0.0%,53.4%,12.16,10.92,83.62,19.23
406,21,7.3,仙台,浦和,0,0,H,54,49,11.2%,11,0.0%,36.0%,8.74,6.73,61.44,16.53,A,51,46,13.5%,13,0.0%,64.0%,18.26,15.17,65.6,13.26
401,21,7.3,広島,鳥栖,1,1,H,64,68,12.6%,15,6.7%,41.6%,17.81,15.23,98.19,13.49,A,32,36,5.8%,7,14.3%,58.4%,14.53,12.46,99.07,19.35
400,21,7.17,福岡,Ｇ大阪,0,1,H,57,44,16.0%,19,0.0%,44.7%,17.65,12.31,117.78,14.34,A,56,43,7.8%,9,11.1%,55.3%,16.06,13.06,83.52,17.69
418,21,7.4,清水,大分,1,0,H,52,59,15.5%,15,6.7%,39.1%,12.75,8.49,56.0,18.86,A,41,48,8.8%,8,0.0%,60.9%,18.57,14.91,57.06,14.26
416,21,5.12,名古屋,鹿島,0,2,H,23,50,2.2%,3,0.0%,49.6%,11.21,10.28,94.91,13.72,A,50,77,8.7%,12,16.7%,50.4%,14.37,12.12,147.81,13.05
410,21,7.4,札幌,徳島,1,0,H,65,65,9.4%,12,0.0%,47.0%,15.99,12.9,141.44,11.2,A,35,35,3.2%,4,0.0%,53.0%,8.61,8.61,81.11,23.45
412,21,7.3,柏,横浜FM,1,2,H,56,57,11.8%,14,7.1%,47.0%,14.33,10.92,93.39,17.15,A,43,44,8.2%,10,20.0%,53.0%,16.04,13.91,93.79,15.61
413,21,7.21,Ｃ大阪,FC東京,3,3,H,66,42,18.9%,20,15.0%,61.9%,19.38,15.39,82.32,13.42,A,58,34,11.2%,12,25.0%,38.1%,12.75,9.58,79.56,15.13
417,21,7.3,神戸,湘南,3,1,H,44,48,11.3%,12,25.0%,58.5%,14.65,12.5,76.56,14.26,A,52,56,16.3%,17,5.9%,41.5%,10.75,7.91,78.73,10.63
403,21,6.2,横浜FC,川崎Ｆ,0,2,H,27,40,2.7%,3,0.0%,43.6%,8.21,7.65,82.13,10.33,A,60,73,17.3%,19,10.5%,56.4%,19.51,15.79,109.57,10.49
432,22,7.24,鳥栖,Ｃ大阪,3,3,H,49,50,21.4%,22,13.6%,55.6%,20.54,15.28,68.23,13.9,A,50,51,20.2%,21,14.3%,44.4%,14.77,10.2,68.32,12.95
423,22,7.1,大分,浦和,1,0,H,38,51,13.2%,12,8.3%,31.5%,8.53,6.64,102.94,21.84,A,49,62,9.4%,9,0.0%,68.5%,23.02,20.14,68.25,9.06
425,22,4.29,名古屋,川崎Ｆ,0,4,H,42,39,6.9%,8,0.0%,51.8%,13.61,12.49,97.75,12.31,A,61,58,13.8%,15,26.7%,48.2%,22.55,19.46,114.6,12.44
430,22,7.1,仙台,札幌,1,1,H,43,45,10.9%,10,10.0%,37.7%,6.93,4.61,40.23,19.02,A,55,57,18.2%,18,5.6%,62.3%,17.64,12.96,64.62,9.19
431,22,7.11,徳島,清水,2,2,H,38,60,10.9%,10,20.0%,76.8%,26.88,24.03,68.84,5.97,A,40,62,14.8%,13,7.7%,23.2%,5.57,3.62,65.35,15.14
434,22,7.11,広島,横浜FC,0,1,H,59,58,13.6%,17,0.0%,58.5%,21.06,15.2,84.96,11.74,A,42,41,6.8%,8,12.5%,41.5%,6.49,5.6,99.16,19.54
435,22,7.11,柏,鹿島,2,1,H,60,48,13.0%,16,12.5%,41.0%,11.42,7.17,86.47,15.65,A,52,40,9.3%,12,8.3%,59.0%,17.75,13.14,65.24,12.49
436,22,7.21,Ｇ大阪,神戸,1,2,H,60,64,13.8%,13,7.7%,44.4%,17.55,13.71,58.86,7.92,A,36,40,8.6%,8,25.0%,55.6%,17.1,13.9,76.95,12.27
439,22,7.11,湘南,FC東京,0,1,H,47,43,5.8%,8,0.0%,44.8%,6.94,5.96,133.88,14.52,A,57,53,6.4%,9,11.1%,55.2%,14.7,11.18,111.64,8.84
437,22,7.1,横浜FM,福岡,2,0,H,58,52,14.4%,19,5.3%,57.0%,21.84,17.51,99.53,14.82,A,48,42,6.6%,8,0.0%,43.0%,8.85,7.34,93.23,17.36
447,23,8.9,福岡,広島,1,1,H,44,43,8.2%,9,11.1%,49.4%,8.34,7.26,72.05,10.05,A,57,56,8.6%,10,10.0%,50.6%,11.29,9.97,80.51,15.05
459,23,8.9,神戸,柏,1,2,H,32,46,5.4%,6,16.7%,65.3%,16.63,13.42,71.39,14.5,A,54,68,12.5%,13,15.4%,34.7%,12.65,8.36,115.24,10.43
456,23,8.9,横浜FC,名古屋,2,0,H,49,45,9.6%,11,9.1%,35.7%,7.52,5.34,85.53,16.48,A,55,51,10.4%,13,0.0%,64.3%,19.72,16.06,71.85,10.69
450,23,8.9,湘南,鹿島,1,2,H,43,42,6.7%,8,12.5%,38.5%,9.01,6.5,110.62,17.3,A,58,57,10.2%,13,15.4%,61.5%,16.25,13.05,108.53,8.8
449,23,8.9,Ｃ大阪,仙台,0,0,H,52,51,12.5%,14,0.0%,52.8%,14.34,12.58,99.04,13.51,A,49,48,5.7%,6,0.0%,47.2%,10.94,8.69,80.1,13.06
444,23,8.9,徳島,Ｇ大阪,2,1,H,57,60,20.4%,21,9.5%,46.9%,15.55,11.33,86.39,11.5,A,40,43,10.1%,10,10.0%,53.1%,14.62,13.41,56.33,11.3
443,23,8.9,清水,横浜FM,2,2,H,27,24,8.2%,8,25.0%,35.0%,6.25,4.82,54.14,23.29,A,76,73,25.2%,28,7.1%,65.0%,30.39,24.89,86.2,5.98
442,23,8.9,大分,川崎Ｆ,0,2,H,37,36,3.0%,3,0.0%,50.6%,10.99,9.45,88.54,12.24,A,64,63,14.4%,16,12.5%,49.4%,21.6,17.39,97.91,10.66
446,23,8.9,鳥栖,FC東京,1,0,H,36,41,10.1%,11,9.1%,55.0%,14.1,11.53,92.63,15.32,A,59,64,15.1%,16,0.0%,45.0%,18.56,14.74,77.52,10.54
448,23,8.9,札幌,浦和,2,1,H,60,65,13.8%,15,13.3%,50.4%,19.74,14.74,110.51,12.05,A,35,40,5.8%,7,14.3%,49.6%,11.96,9.16,96.46,16.57
476,24,8.14,仙台,横浜FC,0,0,H,50,56,8.6%,9,0.0%,59.8%,17.37,13.66,75.76,9.0,A,44,50,5.0%,5,0.0%,40.2%,9.36,7.64,70.02,17.05
477,24,8.14,札幌,FC東京,3,2,H,57,45,17.5%,20,15.0%,59.6%,22.06,16.72,84.53,11.8,A,55,43,11.6%,14,14.3%,40.4%,12.88,8.96,90.07,15.23
474,24,8.15,鹿島,徳島,3,0,H,64,77,25.0%,25,12.0%,37.9%,13.89,11.38,86.48,7.61,A,23,36,5.1%,5,0.0%,62.1%,8.42,8.35,64.21,13.0
468,24,8.15,名古屋,湘南,1,0,H,44,57,9.6%,11,9.1%,47.4%,11.67,9.01,80.73,13.99,A,43,56,11.2%,12,0.0%,52.6%,14.61,11.31,68.66,10.74
471,24,8.15,横浜FM,大分,5,1,H,65,46,14.8%,20,25.0%,65.7%,26.6,22.03,113.14,9.87,A,54,35,10.5%,13,7.7%,34.3%,7.52,5.7,107.77,21.07
466,24,9.5,広島,神戸,1,1,H,43,42,8.3%,8,12.5%,38.0%,10.49,8.73,64.96,13.15,A,58,57,8.7%,9,11.1%,62.0%,16.56,15.5,71.62,9.73
464,24,8.14,柏,川崎Ｆ,0,0,H,49,33,3.8%,4,0.0%,38.3%,9.13,7.23,67.56,17.64,A,67,51,15.1%,18,0.0%,61.7%,29.35,22.79,79.39,11.31
463,24,8.15,福岡,Ｃ大阪,2,1,H,65,50,15.0%,15,13.3%,38.0%,15.28,10.0,72.91,12.37,A,50,35,16.7%,17,5.9%,62.0%,18.35,13.99,54.52,15.32
462,24,8.14,浦和,鳥栖,2,1,H,43,53,6.9%,7,28.6%,47.3%,13.26,12.11,70.82,9.65,A,47,57,12.4%,11,9.1%,52.7%,17.87,15.31,89.45,7.73
467,24,8.13,清水,Ｇ大阪,0,1,H,45,34,17.0%,17,0.0%,46.1%,11.79,9.32,66.39,14.09,A,66,55,9.9%,10,10.0%,53.9%,16.77,14.93,74.17,11.06
498,25,8.21,徳島,浦和,0,1,H,46,56,11.7%,11,0.0%,64.6%,17.13,14.53,74.99,10.07,A,44,54,8.8%,9,11.1%,35.4%,8.68,7.14,65.01,14.21
496,25,8.21,広島,川崎Ｆ,1,1,H,43,45,5.6%,7,14.3%,37.9%,8.65,6.78,109.78,15.53,A,55,57,9.9%,12,8.3%,62.1%,22.44,17.78,107.35,9.8
490,25,8.21,Ｃ大阪,横浜FC,3,1,H,47,50,17.6%,16,18.8%,58.7%,15.15,13.01,66.33,10.76,A,50,53,9.0%,8,12.5%,41.3%,11.81,9.87,63.35,10.89
488,25,8.21,湘南,清水,1,1,H,59,54,15.4%,16,6.3%,43.2%,14.27,9.43,75.72,11.4,A,46,41,9.4%,9,11.1%,56.8%,13.86,11.16,80.84,13.5
494,25,8.21,大分,札幌,1,1,H,42,45,7.7%,8,12.5%,35.1%,6.27,6.18,89.53,19.81,A,55,58,10.1%,13,7.7%,64.9%,15.18,11.52,91.3,13.35
485,25,8.21,Ｇ大阪,FC東京,0,0,H,51,47,15.7%,16,0.0%,55.1%,17.47,13.56,71.9,14.11,A,53,49,15.9%,17,0.0%,44.9%,14.69,11.73,84.37,10.85
483,25,8.21,柏,鳥栖,1,3,H,51,55,15.0%,17,5.9%,42.4%,11.97,9.9,74.09,8.25,A,45,49,13.9%,16,18.8%,57.6%,15.49,12.39,83.28,11.82
482,25,8.21,神戸,鹿島,1,0,H,37,43,9.4%,11,9.1%,51.1%,11.68,10.42,94.54,16.64,A,57,63,13.8%,16,0.0%,48.9%,15.95,14.33,109.52,11.72
486,25,8.21,横浜FM,仙台,5,0,H,60,53,17.9%,21,23.8%,64.9%,28.48,23.83,81.81,10.82,A,47,40,7.9%,10,0.0%,35.1%,8.3,5.65,100.87,16.04
493,25,8.22,名古屋,福岡,1,0,H,43,49,8.3%,10,10.0%,59.7%,13.12,10.7,93.46,13.34,A,51,57,7.3%,9,0.0%,40.3%,11.08,8.76,106.2,11.35
518,26,8.25,清水,鹿島,0,4,H,48,48,7.4%,9,0.0%,52.7%,14.18,10.77,76.35,9.67,A,52,52,16.0%,17,23.5%,47.3%,13.79,11.91,93.63,15.74
512,26,8.25,仙台,FC東京,1,2,H,49,36,10.2%,9,11.1%,49.3%,10.33,8.08,50.68,13.29,A,64,51,18.8%,19,10.5%,50.7%,14.4,11.5,44.95,10.33
500,26,8.25,横浜FC,Ｇ大阪,3,1,H,51,66,16.5%,16,18.8%,52.6%,14.38,11.8,67.68,6.62,A,34,49,7.7%,8,12.5%,47.4%,10.66,8.2,54.61,14.55
501,26,8.25,鳥栖,横浜FM,0,4,H,53,68,7.9%,9,0.0%,41.2%,8.63,7.37,97.63,10.88,A,32,47,8.0%,9,44.4%,58.8%,12.41,12.25,42.02,10.22
502,26,8.25,浦和,広島,1,0,H,42,34,13.2%,15,6.7%,40.8%,9.65,7.46,77.06,15.14,A,66,58,9.0%,10,0.0%,59.2%,18.67,14.04,72.15,6.74
510,26,8.25,Ｃ大阪,湘南,1,5,H,60,53,17.4%,20,5.0%,62.3%,22.72,17.94,69.45,8.91,A,47,40,9.5%,9,55.6%,37.7%,9.31,7.35,74.51,20.57
519,26,8.25,福岡,川崎Ｆ,1,0,H,56,48,9.1%,9,11.1%,31.4%,7.89,5.33,86.36,14.03,A,52,44,13.6%,16,0.0%,68.6%,19.76,16.28,68.42,8.41
509,26,8.25,札幌,名古屋,0,2,H,54,65,9.4%,12,0.0%,64.0%,23.68,20.53,130.69,9.1,A,35,46,6.2%,8,25.0%,36.0%,7.31,5.58,103.87,22.7
504,26,8.25,大分,神戸,1,3,H,44,63,5.4%,6,16.7%,42.5%,9.11,7.64,86.41,7.88,A,37,56,7.9%,8,37.5%,57.5%,10.91,10.32,65.0,14.34
503,26,8.25,徳島,柏,0,1,H,40,50,7.7%,8,0.0%,66.3%,13.24,11.9,54.57,8.72,A,50,60,10.1%,9,11.1%,33.7%,7.37,6.63,71.09,12.81
527,27,8.29,名古屋,清水,1,1,H,62,54,15.4%,16,6.3%,53.7%,18.59,15.63,76.59,12.85,A,46,38,7.6%,7,14.3%,46.3%,14.23,11.6,72.47,14.59
529,27,8.29,福岡,徳島,3,0,H,52,57,10.0%,11,27.3%,44.1%,9.72,9.0,78.66,8.92,A,43,48,5.2%,5,0.0%,55.9%,10.21,7.96,57.69,13.93
525,27,8.29,仙台,鳥栖,0,1,H,48,52,7.3%,7,0.0%,31.8%,9.14,6.27,71.31,12.69,A,48,52,12.3%,13,7.7%,68.2%,19.28,16.12,69.44,8.6
524,27,8.28,神戸,FC東京,0,1,H,56,48,12.8%,12,0.0%,64.6%,24.62,19.75,86.91,12.92,A,52,44,9.3%,10,10.0%,35.4%,13.13,11.06,80.18,17.45
522,27,8.29,柏,横浜FC,2,1,H,57,55,10.9%,14,14.3%,47.6%,13.99,11.08,119.22,15.35,A,45,43,5.7%,8,12.5%,52.4%,10.55,9.01,117.41,17.59
520,27,8.28,広島,大分,4,1,H,58,51,12.8%,14,28.6%,53.7%,19.7,15.53,73.13,11.62,A,49,42,8.9%,9,11.1%,46.3%,12.03,10.68,60.66,13.57
532,27,8.29,湘南,浦和,0,0,H,60,47,11.4%,13,0.0%,47.0%,13.14,10.56,107.82,13.79,A,53,40,7.9%,9,0.0%,53.0%,14.61,11.15,83.43,13.08
533,27,8.28,Ｇ大阪,Ｃ大阪,0,1,H,50,47,10.2%,11,0.0%,44.2%,13.5,11.55,73.78,16.7,A,53,50,15.6%,17,5.9%,55.8%,15.95,13.23,89.92,12.64
537,27,8.28,札幌,川崎Ｆ,0,2,H,56,61,13.5%,18,0.0%,55.9%,22.5,15.82,122.08,10.32,A,39,44,7.2%,9,22.2%,44.1%,13.48,12.2,95.2,19.72
539,27,8.28,横浜FM,鹿島,0,2,H,44,53,6.5%,8,0.0%,68.4%,18.44,17.85,75.69,11.58,A,47,56,3.8%,4,50.0%,31.6%,6.81,6.14,78.71,17.71
553,28,9.11,広島,横浜FM,1,3,H,47,48,10.7%,12,8.3%,39.3%,10.36,8.49,88.02,15.35,A,52,53,11.2%,13,23.1%,60.7%,18.45,17.11,98.78,8.49
541,28,9.12,FC東京,柏,0,1,H,47,50,6.3%,8,0.0%,50.5%,13.74,11.75,82.4,14.05,A,50,53,10.3%,11,9.1%,49.5%,15.16,13.51,85.29,13.53
548,28,9.1,名古屋,徳島,3,0,H,49,62,14.8%,16,12.5%,56.7%,15.45,12.79,75.17,5.61,A,38,51,6.6%,6,0.0%,43.3%,8.87,7.56,66.52,14.91
543,28,9.11,横浜FC,浦和,0,2,H,46,42,14.1%,13,0.0%,48.1%,12.55,10.02,73.2,16.99,A,58,54,13.6%,14,14.3%,51.9%,13.41,11.49,49.78,12.81
